Campaign_No,Campaign_ID,Campaign_Name,Brand,Agent_Status,Start date,Date,Channel,Region,Gender,Age,CTR (%),CPC (_),RoAS,Reach,Frequency (x),Conversion,CPA (_),Conversion Rate (%),Engagement Rate (%),Campaign_Ideation_Time (days),AB_Test_Completion (days),Creative_Refresh_Time (days),Budget_Reallocation_Time (hrs),Optimization_Response_Time (mins),Personalization_Deployment_Time (hrs),Alert_Type,Threshold_Triggered,Auto_Action_Taken,Approval_Status,Business_Impact (_/%),Alert_Timestamp,Pre_Agent_Value,Post_Agent_Value,Improvement (%),Industry_Avg,Vs_Industry (%),Agent_Automated (%),Auto_Optimizations_Today,Avg_Response_Time (mins),Competitor_Share_of_Voice (%),Competitor_Action_Flag,Sentiment_Score (-1 to +1),Top_Consumer_Keyword,Media_Spend (_),Cost_Per_Engagement (_),Drop_off_Cart (%),Bounce_Rate (%),Seasonality_Flag,Influencer_Collaboration_Flag,Regulatory_Risk_Flag,Crisis_Alert_Flag,Brand_Awareness_Lift (%),Net_Promoter_Score (NPS),Forecasted_Conversions (7d),Forecasted_RoAS (7d),Agent_Recommendation_Flag
Campaign 19,CAMP0049,Summer Splash,Brand X Classic,Agent,2024-01-01,2024-02-18,Instagram,Tier-3,Male,33,9.9,15.63836207,4.727724138,70813.90345,1.18,3933.406897,636.35,11.27393103,15.94648276,9,6,11.48706897,8.614439655,7,14.95215517,RoAS Drop,RoAS < 1,Budget Increased,Pending,425229.6055,2024-10-06 00:00:00,2.954827586,4.727724138,60,87.08,37.40593103,70,5,31.53017241,67.16384615,Y,0.18,Savings,310549.97,274.63,35.61,31.32,Festival,N,Y,N,18.94565517,19.74761905,616,0.96,Pause
Campaign 1,CAMP0050,Summer Splash,Brand X X Core,Manual,2024-01-01,2024-02-19,YouTube,Metro Cities,All,48,3.74,27.71,2.06,46145,2.06,675,1522.31,11.96,4.22,22,12,21,13.1,33,38.33,Fatigue Detected,Conv < 100,Creative Refreshed,Pending,222115.66,2024-08-24 00:00:00,45.12,50.5,11.92,79.18,-28.68,15,0,75,39.23076923,Y,-0.24,NewLaunch,1450814.8,745.03,2.17,89.23,Holiday,N,N,Y,12.28,-31,96,2.25,Optimize
Campaign 43,CAMP0051,Diwali Dhamaka,Brand X Classic,Agent,2024-01-01,2024-02-20,Instagram,Pan-India,All,25,4.984,15.58993056,3.368888889,119368.7111,5.25,4395.2,639.9871528,12.424,12.00088889,8.819444444,8.020833333,9,7.730902778,65.52083333,7.12,CTR Dip,Budget > 80%,Bid Reduced,Auto-resolved,282491.3004,2024-07-26 00:00:00,2.105555556,3.368888889,60,79.16,61.24,70,18,39.79166667,68.70230769,N,0.17,NewLaunch,3501025.17,409.2,0.22,31.31,Off-season,N,Y,N,19.43644444,19.74761905,398,3.61,Scale Up
Campaign 13,CAMP0052,Winter Warmth,Brand X Herbal,Agent,2024-01-01,2024-02-21,YouTube,Metro Cities,Male,20,8.36,14.15,5.118545455,164057.9636,4.73,4203,178.9,11.59,17.66,6,7.414772727,9,4.1,61.10795455,6.97,CTR Dip,Conv < 100,Creative Refreshed,Auto-resolved,308039.7818,2024-06-21 00:00:00,3.199090909,5.118545455,60,76.42,37.21840909,70,5,1,62.54846154,N,0.23,Savings,954389.18,68.43,7.54,31.3,Festival,N,N,N,20.14327273,19.74761905,840,3.01,Optimize
Campaign 34,CAMP0053,Summer Splash,Brand X Classic,Manual,2024-01-01,2024-02-22,Instagram,Tier-3,Male,19,1.07,7.65,4.83,31252,6.78,3713,1854.05,11.13,6.8,2,9,12,18.94,57,11.63,Budget Cap,RoAS < 1,Bid Reduced,Approved,125100.94,2024-01-20 00:00:00,62.44,119.76,91.8,84.31,35.45,13.79,3,25,35.38461538,N,-0.2,Premium,245866.8,115.69,15,90.58,Festival,Y,N,N,11.83,-20,96,4.62,Scale Up
Campaign 42,CAMP0054,Festive Fiesta,Brand X Herbal,Agent,2024-01-01,2024-02-23,Google Ads,Metro Cities,All,54,8.21,14.27098214,5.269142857,136087.0857,1.31,4172,588.19,11.48285714,16.69885714,10,8.058035714,9,7.727455357,32,15.0296875,RoAS Drop,CTR < 2%,Budget Increased,Pending,334817.33,2024-10-22 00:00:00,3.293214286,5.269142857,60,73.01,53.88267857,70,7,38.48214286,72.67666667,N,0.25,NewLaunch,1514342.03,796.68,9.43,31.28,Regular,N,N,Y,20.268,19.74761905,592,3.92,Scale Up
Campaign 19,CAMP0055,Festive Fiesta,Brand X Premium,Manual,2024-01-01,2024-02-24,Google Ads,Tier-3,Female,36,2.23,10.35,0.66,60889,2.02,4163,1475.87,1.24,6.46,3,20,29,12.28,160,7.94,Fatigue Detected,Conv < 100,Bid Reduced,Approved,33349.03,2024-02-02 00:00:00,11.91,144.08,1109.74,38.97,105.11,15,3,13,40.76923077,N,-0.2,Discount,670898.99,170.56,9.69,98.51,Regular,N,N,N,12.59,-21,97,0.72,Pause
Campaign 25,CAMP0056,Festive Fiesta,Brand X Premium,Agent,2024-01-01,2024-02-25,YouTube,Tier-2,Female,32,7.39,12.94975962,4.119384615,154251.2,7.75,3539,767.3615385,12.08553846,14.12984615,9.495192308,7.836538462,11.20192308,8.129807692,28,12.10384615,Budget Cap,CTR < 2%,Paused,Approved,273624.5631,2024-07-11 00:00:00,2.574615385,4.119384615,60,39.99,54.37,70,5,19,46.01,Y,0.05,Premium,1671692.04,863.84,6.99,31.2,Festival,Y,N,Y,19.97723077,19.74761905,380,3.67,Scale Up
Campaign 25,CAMP0057,Monsoon Mania,Brand X Organic,Manual,2024-01-01,2024-02-26,Instagram,Tier-3,Male,51,0.88,42.97,0.91,47643,4.85,2705,778.89,5.86,7.2,10,19,9,5.2,151,35.19,Conversion Slowdown,Budget > 80%,Bid Reduced,Approved,408684.52,2024-04-13 00:00:00,8.54,69.14,709.6,38.62,30.52,15,3,102,23.07692308,N,-0.19,Savings,1973019.57,575.17,7.67,93.12,Off-season,Y,N,N,12.31,-17,97,0.93,Pause
Campaign 2,CAMP0058,Diwali Dhamaka,Brand X Classic,Manual,2024-01-01,2024-02-27,Facebook,Pan-India,Male,50,4.29,3.91,4.66,53151,9,1796,990.29,1.91,9.91,4,18,19,15.37,133,47.16,Budget Cap,Conv < 100,Paused,Pending,105308.46,2024-11-03 00:00:00,70.19,101.06,43.98,48.3,52.76,15,3,97,40,N,-0.15,Premium,190353.58,36.14,4.84,98.17,Holiday,N,N,N,12.44,5,97,4.97,Scale Up
Campaign 43,CAMP0059,Festive Fiesta,Brand X Organic,Agent,2024-01-01,2024-02-28,LinkedIn,Metro Cities,Male,28,9.31,12.92235577,4.965538462,159035.3846,2.11,4125,701.2653846,11.72,16.78,7.8125,7.1875,12.16346154,6.579567308,64.6875,12.43557692,RoAS Drop,CTR < 2%,Budget Increased,Pending,266339.7618,2024-08-17 00:00:00,3.103461538,4.965538462,60,38.29,60.62,70,17,45.21634615,76.01,Y,0.25,Festive,1929539.75,148.15,7.35,31.11,Festival,N,N,N,20.07815385,19.74761905,828,1.53,Optimize
Campaign 41,CAMP0060,Diwali Dhamaka,Brand X Classic,Manual,2024-01-01,2024-02-29,Facebook,Tier-2,All,27,2.2,22.48,2.95,13576,3.08,2709,436.05,6.23,1.14,25,18,29,7.09,67,19.12,Budget Cap,Conv < 100,Budget Increased,Pending,202259.01,2024-11-22 00:00:00,56.2,59.76,6.33,34.28,25.48,15,3,108,40.76923077,N,-0.28,Premium,314324.48,2030.96,25.78,93.03,Festival,N,N,Y,10.88,-19,97,3.07,Optimize
Campaign 6,CAMP0061,Festive Fiesta,Brand X Premium,Manual,2024-01-01,2024-03-01,Facebook,Tier-3,Male,24,3.75,34.97,2.51,81098,9.27,4907,747.32,6.29,7.96,24,16,26,21.95,124,5.42,CTR Dip,RoAS < 1,Creative Refreshed,Auto-resolved,321399.73,2024-07-05 00:00:00,88.23,125.79,42.57,76.16,49.63,15,2,13,35.38461538,N,-0.18,Discount,2725137.67,422.15,8.07,94.73,Festival,N,Y,N,12.92,-13,97,2.59,Optimize
Campaign 36,CAMP0062,Winter Warmth,Brand X X Core,Manual,2024-01-01,2024-03-02,LinkedIn,Metro Cities,All,24,2.7,48.49,2.65,71420,3.73,392,273.19,0.23,18.83,7,6,13,6.27,179,9.76,RoAS Drop,Conv < 100,Budget Increased,Approved,182324.55,2024-01-12 00:00:00,35.28,74.03,109.84,53.52,20.51,15,3,47,50,N,-0.02,Festive,3289512.09,244.6,0.82,99.8,Regular,N,N,N,12.78,-7,98,2.75,Optimize
Campaign 20,CAMP0063,Diwali Dhamaka,Brand X Organic,Manual,2024-01-01,2024-03-03,LinkedIn,Metro Cities,Male,37,1.48,5.69,2.93,30392,9.72,3182,1408.53,8.11,5.45,15,20,12,15.69,171,5.64,Budget Cap,Conv < 100,Bid Reduced,Auto-resolved,320914.02,2024-07-07 00:00:00,55.08,131.17,138.14,33.47,97.7,15,3,44,36.92307692,N,-0.22,Digital,150998.42,91.16,14.04,90.35,Off-season,N,N,Y,11.8,-22,98,3.1,Optimize
Campaign 28,CAMP0064,Festive Fiesta,Brand X Organic,Agent,2024-01-01,2024-03-04,Instagram,Metro Cities,Male,39,8.55,15.59116379,4.87,111385.0483,2.18,4183.834483,485.2918103,11.28772414,17.77,10,8.038793103,10.0862069,8.13987069,9,11.23,Conversion Slowdown,Conv < 100,Budget Increased,Auto-resolved,349179.0074,2024-08-12 00:00:00,2.613448276,4.87,86.34,42.86,39.82303448,70,5,47.4137931,64.85615385,N,0.2,Savings,447288.2,137.52,29.87,31.07,Festival,Y,N,N,19.728,19.74761905,754,5.32,Scale Up
Campaign 30,CAMP0065,Summer Splash,Brand X Premium,Agent,2024-01-01,2024-03-05,LinkedIn,Tier-2,All,46,7.7,10.90767045,4.925090909,122321.0909,6.36,4008.727273,637.0860795,12.16581818,13.39272727,2,6.846590909,12.35795455,5.45,65.3125,11.90426136,Conversion Slowdown,Budget > 80%,Budget Increased,Pending,355892.2204,2024-11-06 00:00:00,3.078181818,4.925090909,60,61.5,66.924,97,5,37.61363636,53.31769231,N,0.24,Savings,171711,146.85,22.81,31.07,Regular,N,N,N,19.57672727,19.74761905,890,1.33,Pause
Campaign 4,CAMP0066,Diwali Dhamaka,Brand X Premium,Manual,2024-01-01,2024-03-06,Google Ads,Tier-3,Female,49,3.4,20.59,4.7,90625,1.39,4701,959.79,9.76,6.1,26,15,13,19.11,97,18.11,Fatigue Detected,RoAS < 1,Bid Reduced,Approved,265999.7,2024-03-11 00:00:00,94.82,82.51,-12.98,68.66,13.85,15,3,46,43.84615385,N,-0.21,Premium,1715014.98,310.23,7.16,92.01,Festival,N,N,Y,13.05,-40,98,5,Scale Up
Campaign 47,CAMP0067,Monsoon Mania,Brand X X Core,Manual,2024-01-01,2024-03-07,LinkedIn,Tier-3,Male,40,2.5,37.74,2.53,4003,5.36,3407,1656.6,10.55,9.84,26,17,25,17.46,175,40.47,RoAS Drop,RoAS < 1,Paused,Approved,197446.23,2024-03-02 00:00:00,81.58,122.35,49.98,34.89,87.46,15,3,74,26.15384615,N,-0.15,NewLaunch,157098.29,398.83,100,87.73,Festival,N,N,N,9.48,-11,98,2.65,Optimize
Campaign 20,CAMP0068,Summer Splash,Brand X Organic,Agent,2024-01-01,2024-03-08,Facebook,Tier-2,Male,52,7.36,16.121,4.40448,114693.248,6.99,4147.712,466.63,14.86,18.97,9.4,7.475,13.4,8.6795,55.925,18.69675,Conversion Slowdown,Conv < 100,Budget Increased,Approved,464329.4675,2024-07-08 00:00:00,2.7528,4.40448,60,75.45,51.18828,92.29,5,36.325,47.16384615,Y,0.24,Festive,3204951.59,195.48,2.5,31.03,Off-season,N,N,N,19.90848,19.74761905,911,2.33,Optimize
Campaign 37,CAMP0069,Summer Splash,Brand X Premium,Manual,2024-01-01,2024-03-09,YouTube,Pan-India,Male,34,3.98,10.48,0.85,22220,9.59,2505,311.33,11.1,5.29,28,19,29,5.97,62,24.03,RoAS Drop,RoAS < 1,Budget Increased,Pending,275626.22,2024-02-02 00:00:00,12.89,104.22,708.53,65.05,39.17,15,3,109,28.46153846,N,-0.22,Digital,256073.71,217.85,14.54,89.08,Regular,Y,N,Y,11.44,-26,99,0.86,Pause
Campaign 13,CAMP0070,Monsoon Mania,Brand X Premium,Manual,2024-01-01,2024-03-10,Google Ads,Metro Cities,All,49,3.58,20.08,3.26,79409,6.03,1395,1392,9.04,2.77,12,9,14,10.62,104,16.07,Budget Cap,Conv < 100,Paused,Pending,20843.77,2024-01-20 00:00:00,63.82,72.3,13.29,65.69,6.61,14.47,1,117,24.61538462,Y,-0.26,Festive,1485322.72,675.26,2.26,92.18,Holiday,N,N,Y,12.9,-17,99,3.56,Scale Up
Campign 2,CAMP0071,Summer Splash,Brand X X Core,Manual,2024-01-01,2024-03-11,LinkedIn,Tier-3,Female,34,1.85,16.51,3.74,12751,9.36,4229,614.55,7.04,11.78,3,18,7,18.16,6,19.65,Conversion Slowdown,CTR < 2%,Paused,Pending,298532.25,2024-12-01 00:00:00,75.38,98.09,30.13,62.52,35.57,15,3,95,50,Y,-0.12,Savings,219854.27,146.37,36.92,92.03,Off-season,N,N,N,10.81,-3,100,3.82,Scale Up
Campaign 14,CAMP0072,Summer Splash,Brand X X Core,Agent,2024-01-01,2024-03-12,LinkedIn,Tier-2,Female,41,4.034823529,12.72,4.166588235,117035.2941,8.37,4136,652.6823529,10.49788235,15.91152941,7.352941176,8.823529412,9.411764706,5.3,56.61764706,12.425,Fatigue Detected,Budget > 80%,Bid Reduced,Auto-resolved,284280.8395,2024-11-05 00:00:00,2.604117647,4.166588235,60,70.16,57.88,70,7,43.97058824,54.08692308,N,0.13,Festive,810623.9,96.18,8.92,31.02,Holiday,N,N,N,19.67152941,19.74761905,1124,3.38,Scale Up
Campaign 22,CAMP0073,Festive Fiesta,Brand X Herbal,Agent,2024-01-01,2024-03-13,YouTube,Tier-2,All,47,5.08,18.46640625,4.591,90474,4.37,3955,606.56,11.152,16.192,12.1875,7.9296875,11.1328125,8.174609375,43,1.63,Budget Cap,Budget > 80%,Bid Reduced,Auto-resolved,358363.621,2024-10-12 00:00:00,2.869375,4.591,60,89.45,50.91,70,5,34.453125,53.31769231,N,0.2,Digital,3176460.19,218.2,5.08,31.01,Regular,N,N,N,19.558,19.74761905,904,2.71,Optimize
Campaign 8,CAMP0074,Festive Fiesta,Brand X Classic,Agent,2024-01-01,2024-03-14,Instagram,Metro Cities,Male,18,3.883034483,15.59116379,4.181517241,111385.0483,3.71,4183.834483,485.2918103,11.28772414,15.77,7,8.038793103,10.0862069,8.13987069,49,16.01206897,RoAS Drop,Budget > 80%,Paused,Pending,349179.0074,2024-02-17 00:00:00,2.613448276,4.181517241,60,39.84,74.38,70,7,47.4137931,47.16384615,N,0.09,NewLaunch,2657404.57,185.41,5.26,30.99,Regular,Y,N,N,19.728,19.74761905,457,3.15,Scale Up
Campaign 41,CAMP0075,Diwali Dhamaka,Brand X Herbal,Manual,2024-01-01,2024-03-15,Facebook,Tier-2,Female,40,3.64,25.68,2.72,98294,1.35,207,1318.73,6.48,5.49,8,13,23,1.94,54,24.69,Conversion Slowdown,Budget > 80%,Budget Increased,Auto-resolved,101343.7,2024-02-01 00:00:00,53.24,64.13,20.45,71.15,-7.02,15,3,23,46.92307692,N,-0.22,Premium,2245795.42,416.17,0.25,93.9,Holiday,N,N,Y,13.14,-10,227,2.72,Optimize
Campaign 42,CAMP0076,Diwali Dhamaka,Brand X X Core,Agent,2024-01-01,2024-03-16,YouTube,Metro Cities,All,37,7.09,16.16008065,3.856516129,111906.4774,2.28,3733.316129,767.2735887,12.10374194,14.1403871,11.08870968,7,12.54032258,4.17,8,16.66129032,RoAS Drop,CTR < 2%,Paused,Auto-resolved,285444.464,2024-01-16 00:00:00,2.410322581,3.856516129,60,41.49,108.16,70,14,41.99596774,61.77923077,Y,0.24,Discount,370767.82,458.26,27.95,30.9,Regular,Y,N,N,19.52103226,19.74761905,515,2.89,Optimize
Campaign 46,CAMP0077,Diwali Dhamaka,Brand X Premium,Agent,2024-01-01,2024-03-17,Instagram,Tier-3,Male,39,4.85,15.63836207,4.727724138,70813.90345,8,3933.406897,647.7726293,11.27393103,19.28,10.47413793,7.5,11.48706897,1.03,48.44827586,14.95215517,Fatigue Detected,RoAS < 1,Creative Refreshed,Approved,499396.46,2024-11-25 00:00:00,2.954827586,4.727724138,60,40.59,81.48,70,5,31.53017241,53.51,N,0.09,Festive,2466714.57,204.51,4.87,30.86,Off-season,N,N,N,18.94565517,19.74761905,1093,4.49,Scale Up
Campaign 42,CAMP0078,Festive Fiesta,Brand X X Core,Manual,2024-01-01,2024-03-18,Facebook,Metro Cities,Male,51,2.32,47.51,3.09,40129,2.05,189,150.95,5.37,18.14,25,8,25,11.14,53,46.33,Fatigue Detected,Budget > 80%,Creative Refreshed,Auto-resolved,16625.06,2024-10-23 00:00:00,86.66,76.86,-11.31,86.37,-9.51,15,3,9,46.15384615,N,-0.03,Discount,2094642.91,287.75,0.65,93.99,Festival,N,Y,N,12.12,-2,224,3.1,Scale Up
Campaign 10,CAMP0079,Diwali Dhamaka,Brand X Organic,Manual,2024-01-01,2024-03-19,LinkedIn,Pan-India,Female,48,3.59,7.57,2.46,50560,9.19,2489,1080.26,1.3,10.82,20,19,29,4.8,94,25.35,Budget Cap,Conv < 100,Bid Reduced,Pending,108839.5,2024-05-15 00:00:00,20.34,54.44,167.65,48.07,6.37,15,3,78,34.61538462,N,-0.14,Savings,320555.08,58.6,5.43,98.76,Holiday,N,N,N,12.38,-16,100,2.4,Optimize
Campign 2,CAMP0080,Summer Splash,Brand X Premium,Manual,2024-01-01,2024-03-20,Instagram,Metro Cities,Male,25,2.67,9.89,2.74,80707,6.5,4687,779.25,10.51,0.63,25,13,17,6.92,111,18.34,RoAS Drop,RoAS < 1,Paused,Approved,210491.11,2024-05-30 00:00:00,48.19,84.23,74.79,75.26,8.97,15,3,89,35.38461538,N,-0.29,Premium,802209.98,1577.74,7.48,90.38,Festival,Y,N,Y,12.92,-39,100,2.93,Optimize
Campaign 12,CAMP0081,Festive Fiesta,Brand X Herbal,Agent,2024-01-01,2024-03-21,YouTube,Metro Cities,All,35,4.271483871,8.34,4.3,111906.4774,4.93,3733.316129,150.62,12.10374194,14.1403871,8,7.217741935,9,8.92358871,57.94354839,16.66129032,RoAS Drop,RoAS < 1,Budget Increased,Auto-resolved,408964.18,2024-04-23 00:00:00,2.410322581,4.3,78.4,89.19,40.38177419,88.46,15,41.99596774,60.24076923,N,0.19,Premium,54378.76,160.49,20.58,30.84,Holiday,Y,N,Y,19.52103226,19.74761905,1282,4.39,Scale Up
Campign 2,CAMP0082,Diwali Dhamaka,Brand X Herbal,Agent,2024-01-01,2024-03-22,Google Ads,Pan-India,Female,51,7.05,15.56536458,4.361333333,82491.86667,5.3,3988.533333,244.82,13.44933333,16.24533333,9.635416667,8.072916667,9.6875,7.930989583,54.140625,15.57578125,CTR Dip,Conv < 100,Bid Reduced,Pending,390622.1407,2024-01-08 00:00:00,2.725833333,4.361333333,60,37.17,62.21,70,5,15,63.31769231,N,0.14,Festive,1068005.15,533.47,7.56,30.83,Festival,N,Y,N,19.43133333,19.74761905,1211,4.35,Scale Up
Campaign 7,CAMP0083,Summer Splash,Brand X Herbal,Manual,2024-01-01,2024-03-23,YouTube,Metro Cities,All,19,3.64,31.05,1.08,77289,3.84,976,1408.58,7.16,15.32,15,16,17,22.94,169,40.5,CTR Dip,RoAS < 1,Paused,Pending,438124.97,2024-01-19 00:00:00,74.84,86.91,16.13,65.02,21.89,15,3,56,29.23076923,N,-0.07,NewLaunch,2622405.4,221.47,1.87,92.86,Festival,N,N,N,12.87,-15,100,1.17,Pause
Campaign 14,CAMP0084,Diwali Dhamaka,Brand X Premium,Agent,2024-01-01,2024-03-24,YouTube,Tier-2,All,27,4.78,3.14,4.591,99182,4.83,3740,687.2488281,11.152,16.192,12.1875,5,11.1328125,8.174609375,57.1875,14.75429688,Fatigue Detected,CTR < 2%,Paused,Pending,358363.621,2024-03-12 00:00:00,2.869375,4.591,60,56.68,47.22,70,14,34.453125,66.01,N,0.09,Premium,296955.06,46.78,5.59,30.78,Off-season,N,N,N,19.558,19.74761905,510,2.91,Optimize
Campaign 9,CAMP0085,Winter Warmth,Brand X Classic,Manual,2024-01-01,2024-03-25,Google Ads,Tier-3,Female,44,2.95,25.81,1.38,70584,2.6,490,524.26,1.8,3.07,14,6,8,9.86,130,23.27,Budget Cap,CTR < 2%,Bid Reduced,Auto-resolved,284554.09,2024-08-23 00:00:00,34.81,92.15,164.72,32.72,59.43,15,3,44,37.69230769,N,-0.25,Festive,2146024.64,990.35,0.89,98.46,Festival,N,N,Y,12.76,-28,101,1.46,Pause
Campaign 30,CAMP0086,Diwali Dhamaka,Brand X Classic,Manual,2024-01-01,2024-03-26,Instagram,Tier-3,Male,32,3.12,40.13,4.97,29595,9.45,2159,658.44,3.7,6.99,26,11,21,21.18,121,25.93,RoAS Drop,Conv < 100,Budget Increased,Approved,125082.6,2024-09-06 00:00:00,49.03,131.47,168.14,72.43,59.04,15,2,42,28.46153846,N,-0.2,Festive,1179002.91,569.93,9.91,96.8,Holiday,Y,N,N,11.77,-19,101,4.97,Scale Up
Campaign 26,CAMP0087,Winter Warmth,Brand X Classic,Agent,2024-01-01,2024-03-27,Instagram,Tier-3,All,27,3.5,12.56354167,3.888,144227.9333,2.63,4605,628.0341146,9.588,12.08733333,10.13020833,8.020833333,11.5625,8.502864583,64.03645833,15.84479167,Conversion Slowdown,Budget > 80%,Bid Reduced,Auto-resolved,367972.892,2024-04-25 00:00:00,2.43,3.888,60,75.97,52.09858333,70,6,35.75520833,64.08692308,N,0.17,Discount,387484.24,2156.01,37.08,30.74,Festival,N,N,Y,20.08733333,19.74761905,389,0.69,Pause
Campaign 11,CAMP0088,Diwali Dhamaka,Brand X X Core,Manual,2024-01-01,2024-03-28,YouTube,Tier-3,Female,40,1.83,36,3.39,4823,6.48,3471,682.92,13.08,11.36,13,15,16,9.8,105,44.61,Budget Cap,CTR < 2%,Bid Reduced,Approved,402844.51,2024-03-11 00:00:00,85.01,119.83,40.96,54,65.83,14.9,1,103,27.69230769,N,-0.13,Premium,196236.51,358.17,89.24,86.6,Regular,N,N,N,9.7,-11,102,3.59,Scale Up
Campaign 48,CAMP0089,Monsoon Mania,Brand X X Core,Manual,2024-01-01,2024-03-29,YouTube,Pan-India,All,49,3,45.09,1.93,35559,3.99,646,1879.72,0.51,19.43,24,9,13,19.17,163,6.87,RoAS Drop,Budget > 80%,Bid Reduced,Auto-resolved,139783.61,2024-01-08 00:00:00,39.1,55.05,40.79,38.8,16.25,15,3,28,40,N,-0.01,Festive,1459204.76,211.2,2.32,99.47,Festival,Y,N,N,11.98,22,102,1.92,Optimize
Campaign 36,CAMP0090,Diwali Dhamaka,Brand X Organic,Agent,2024-01-01,2024-03-30,Instagram,Metro Cities,Female,19,4.568533333,16.88416667,3.978133333,95275.46667,2.94,4475,537.83,14.19093333,17.10773333,7.895833333,7.8125,11,6.1025,63.5625,9.08,Conversion Slowdown,Budget > 80%,Creative Refreshed,Pending,385279.8459,2024-12-12 00:00:00,2.486333333,3.978133333,60,84.95,54.88556667,93.01,5,46.14583333,58.70230769,N,0.25,Discount,547223.01,186.27,15.04,30.72,Festival,Y,N,N,19.54293333,19.74761905,534,3.01,Optimize
Campaign 13,CAMP0091,Festive Fiesta,Brand X Premium,Manual,2024-01-01,2024-03-31,Google Ads,Metro Cities,All,33,3.41,28.09,2.29,98238,6.72,3298,894.61,8.04,10.84,25,6,10,5.98,47,21.37,Budget Cap,RoAS < 1,Bid Reduced,Pending,115800.79,2024-07-11 00:00:00,25.05,85.15,239.92,36.66,48.49,15,3,104,30.76923077,N,-0.14,Digital,2988857.83,280.67,4.76,91.19,Regular,N,Y,N,13.14,-14,103,2.37,Optimize
Campaign 5,CAMP0092,Festive Fiesta,Brand X Organic,Manual,2024-01-01,2024-04-01,Facebook,Tier-2,Female,54,3.5,22.09,1.34,71937,6.94,3637,1092.98,9.14,19.23,26,10,29,12.42,160,19,CTR Dip,Conv < 100,Paused,Auto-resolved,241413.04,2024-06-20 00:00:00,29.63,58.63,97.87,68.59,-9.96,15,3,6,39.23076923,N,-0.01,Discount,1578290.07,114.09,6.05,89.99,Regular,N,Y,N,12.78,-3,103,1.36,Pause
Campaign 15,CAMP0093,Winter Warmth,Brand X X Core,Manual,2024-01-01,2024-04-02,Google Ads,Metro Cities,All,45,3.43,3.61,3.31,37163,4.96,253,383.12,1.65,11.11,22,18,23,9.31,138,18.9,Conversion Slowdown,Budget > 80%,Budget Increased,Auto-resolved,230291.51,2024-07-22 00:00:00,15.78,148.71,842.4,56.77,91.94,15,3,16,41.53846154,N,-0.13,Discount,155436.19,37.65,0.87,98.4,Holiday,N,N,N,12.03,-27,268,3.5,Scale Up
Campaign 28,CAMP0094,Festive Fiesta,Brand X Premium,Manual,2024-01-01,2024-04-03,LinkedIn,Pan-India,All,41,3.41,22.94,1.57,9766,1.26,3345,252.58,3.33,1.03,20,10,14,9.2,84,10.22,CTR Dip,Conv < 100,Budget Increased,Approved,96506.79,2024-10-16 00:00:00,13.31,102.97,673.63,75.16,27.81,12.53,3,70,39.23076923,N,-0.28,Festive,267286.36,2657.19,44.26,97.17,Regular,N,Y,Y,10.5,-19,103,1.57,Optimize
Campaign 46,CAMP0095,Summer Splash,Brand X Herbal,Agent,2024-01-01,2024-04-04,YouTube,Tier-2,All,31,7.3,18.46640625,4.591,88734.7,5.49,3454.2,687.2488281,11.152,16.192,12.1875,7.9296875,8,6.72,21,14.75429688,Budget Cap,Conv < 100,Budget Increased,Auto-resolved,415638.25,2024-05-28 00:00:00,2.869375,4.591,60,49.08,39.04,70,16,12,44.08692308,Y,0.26,Savings,2818716.65,852.22,5.17,30.72,Regular,Y,N,Y,19.558,19.74761905,988,0.77,Pause
Campaign 23,CAMP0096,Monsoon Mania,Brand X Premium,Agent,2024-01-01,2024-04-05,Instagram,Tier-2,Male,23,5.89,5.21,3.788363636,174160.3636,5.32,2984.727273,775.128125,7.531636364,15.59563636,10.56818182,8.693181818,10.99431818,7.948295455,5,14.22017045,CTR Dip,CTR < 2%,Budget Increased,Auto-resolved,299639.4473,2024-03-15 00:00:00,2.367727273,3.788363636,60,86.7,46.25459091,70,5,14,57.67666667,N,0.18,Savings,260432.41,101.49,4.68,30.7,Holiday,Y,N,Y,19.90909091,19.74761905,911,1.77,Optimize
Campaign 23,CAMP0097,Monsoon Mania,Brand X X Core,Agent,2024-01-01,2024-04-06,Google Ads,Metro Cities,All,30,4.497142857,6.19,5.269142857,136087.0857,4.5,3569.371429,640.2578125,11.49,16.69885714,11.22767857,6,11.18303571,7.727455357,59.375,15.0296875,Conversion Slowdown,Budget > 80%,Creative Refreshed,Pending,312703.0103,2024-08-16 00:00:00,3.293214286,5.269142857,60,81.33,53.88267857,70,18,38.48214286,45.62538462,N,0.12,NewLaunch,312200.21,49.64,4.05,30.69,Holiday,N,Y,N,20.268,19.74761905,562,0.62,Pause
Campaign 16,CAMP0098,Summer Splash,Brand X Herbal,Agent,2024-01-01,2024-04-07,LinkedIn,Pan-India,Male,42,7.27,19.59017857,4.53,78125.6381,5.87,4074.438095,631.4485119,13.24,14.40457143,4,8.392857143,12,1.1,7,7.68,Fatigue Detected,Budget > 80%,Bid Reduced,Auto-resolved,326199.6891,2024-11-25 00:00:00,2.828571429,4.53,60.15,34.84,76,70,5,41.72619048,74.85615385,Y,0.22,Savings,913395.23,1349.77,3.13,30.68,Festival,N,N,Y,19.22133333,19.74761905,549,4.76,Scale Up
